rest_name,rest_url,wlyyy,rest_reviews,cuisine,pricing,safety,rest_lastrev,rest_prevtolast,rest_rating,rev_rest,author,rev_title,rev_text,rev_ratingdate,rev_visitdate,author_reviews,author_likes,rev_rating
118. Les 110 de Taillevent,https://www.tripadvisor.com/Restaurant_Review-g187147-d3205923-Reviews-Les_110_de_Taillevent-Paris_Ile_de_France.html,MICHELIN,"1,098 reviews","Gastropub, French",$$$$,,"“Super food, super wine selection by the...”",“Notable for a Choice of 110 Wines by the...”,4.5,Les 110 de Taillevent,ConradHastler,Notable for a Choice of 110 Wines by the Glass,"Les 110 is the junior restaurant of Le Taillevent one of the finest restaurants in Paris. Les 110 serves very good food in a relaxed environment. While the food is good, the wine options are the reason we went. Where else can you find this many choices by the glass? The maitre d was quite charming and helpful in selecting the main course and the wines. A place to enjoy.","Reviewed November 28, 2021 ",Date of visit: October 2021,,,
119. Le Pantruche,https://www.tripadvisor.com/Restaurant_Review-g187147-d2185889-Reviews-Le_Pantruche-Paris_Ile_de_France.html,MICHELIN,547 reviews,"French, European",$$ - $$$,,“Excellent food and great value”,“Excellent restaurant!”,4.5,Le Pantruche,Katarriinaa,Excellent restaurant!,"Food was amazing and of high quality but not an exaggerated price, very nice atmosphere and the staff was extremely friendly. I would recommend it to everyone! 10/10 for me!","Reviewed October 11, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/1f/c1/77/4f/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""532772687"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/1f/c1/77/52/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""532772690"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-f/1f/c1/77/54/caption.jpg""  class=""centeredImg noscript"" style="" min-width:42px; "" width=""100%""data-mediaid=""532772692"" /> >",1 review,,
120. Le Christine,https://www.tripadvisor.com/Restaurant_Review-g187147-d719078-Reviews-Le_Christine-Paris_Ile_de_France.html,MICHELIN,"1,264 reviews",French,$$$$,,“Best restaurant we visited in 2 weeks”,“New Year's Eve dinner!”,4.5,Le Christine,Donna S,New Year's Eve dinner!,"The five course meal we enjoyed at Le Christine was delicious and delicate, balanced with a most delightful bottle of rose champagne they suggested. The staff was very attentive!",Reviewed 4 weeks ago ,Date of visit: December 2021,10 reviews,1  ,
121. Le Cornichon,https://www.tripadvisor.com/Restaurant_Review-g187147-d2275139-Reviews-Le_Cornichon-Paris_Ile_de_France.html,MICHELIN,344 reviews,"French, European",$$ - $$$,,“A chef with experience and personality”,“Stunning”,4.5,Le Cornichon,Cathy W,Stunning,"An unforgettable meal! Excellent quality food prepared with inventiveness for exquisite flavours. A limited menu, but everything was prepared masterfully. A relaxed and intimate ambiance. Very attentive and helpful service. Honestly one of the best meals of my life.","Reviewed November 3, 2021 ",Date of visit: November 2021,168 reviews,,
122. Le Violon d'Ingres,https://www.tripadvisor.com/Restaurant_Review-g187147-d719476-Reviews-Le_Violon_d_Ingres-Paris_Ile_de_France.html,MICHELIN,"1,327 reviews","French, European",$$$$,,“Overpriced and snooty”,“Delicious food - stunning service”,4.5,Le Violon d'Ingres,Stefania T,Worst Michelin restaurant experience ever.,"You basically pay only for the location here, as you are very close to the Tour Eiffel. Clearly not Michelin quality.
Starting from the service: most of the staff inexperienced and not speaking English. Ordered the tasting menu with wine paring and the waiters were not able to explain dishes and wines in English. There was no sommelier in sight and the menu was brought to us in a rush.
The items in the menu were nothing particular. The best dish was the spelt, the langostine ravioli with the bisque were ok but all the rest was just a joke. The scallops were tasteless, the fois gras had no flavour and even if they asked how we wanted the duck to be cooked (if medium rare or rare or well done), in the end they brought to the whole table the same piece of meat cooked in the same way - and we gave completely different answers.
Honestly no idea how this place can be rated with a Michelin star.
Awful experience.",Reviewed 3 days ago ,Date of visit: February 2022,,,
123. 20 Eiffel,https://www.tripadvisor.com/Restaurant_Review-g187147-d8637755-Reviews-20_Eiffel-Paris_Ile_de_France.html,MICHELIN,491 reviews,"French, European",$$ - $$$,,“Near the Eiffel Tower”,“Exceptional Quality for the Price and the...”,4.5,20 Eiffel,Z5349KFandrews,Poor Experience,"Booked a table because the website refers to great views of the Eiffel Tower. Called back to say we would be a little late and was told that was not a problem. What they don’t tell you is that to see anything of the Eiffel Tower you have to sit outside and they wanted us to sit inside but I asked if we could sit outside - it was lateish but we were still in good time - seems in France everything closes at 9.30pm - the waiter in charge was clearly not pleased by my request - but a nice young woman spoke to him in French and reluctantly he agreed. He then told us to stand on the side in the street while he served several other tables their main courses, got some people to pay their bills and after 25 minutes made up the tiniest table for 2 that took precisely 30 seconds to do!

He then told us we could sit and disappeared - at which stage having stood around for 25 mins I realised that actually on 9th October it’s cold in the streets of Paris at 9.30pm - furthermore we were sitting on little metal camp chairs - so after not being asked if we wanted a menu forget about being asked what we wanted to eat we we got up and disappeared ourselves.

So I can not critique the food as I never got close to it but the waiter was awful and there seemed to be only 3 of them so at least 33.33% of the service is awful!

We walked around for a little and came across a restaurant called Cafe De L’Esplenade. Well they had a very nice hostess who sat us down on the terrace with so many heaters it’s truly tropical. The dining chairs had very nice comfortable cushions on them and the waiter that took our order was excellent and so pleasant - the food was outstanding and the drinks delicious.

So we had a very good evening but 20 Eiffel restaurant needs to wake up and smell the coffee if they want to remain relevant in this post COVID environment - it won’t take the long for people to work out that there are 1 million friendlier places to eat in Paris.","Reviewed October 11, 2021 ",Date of visit: October 2021,,,
124. Le Mazenay,https://www.tripadvisor.com/Restaurant_Review-g187147-d8555376-Reviews-Le_Mazenay-Paris_Ile_de_France.html,MICHELIN,244 reviews,"French, European",$$ - $$$,,“Treat yourself!”,"“Nice, unpretentious restaurant with great...”",4.5,Le Mazenay,EPAMPS,"Nice, unpretentious restaurant with great food","My wife and I visited Le Mazenay in December 2021 after recommendations from a friend. Their special rabbit main course was truly amazing and had a fantastic taste to it. It is a nice, unpretentious restaurant with very friendly staff/owners. This is restaurant that we look forward to visit again and we can warmly recommend this restaurant to others.","Reviewed December 8, 2021 ",Date of visit: December 2021,,,
125. Auberge Pyrenees Cevennes,https://www.tripadvisor.com/Restaurant_Review-g187147-d718143-Reviews-Auberge_Pyrenees_Cevennes-Paris_Ile_de_France.html,MICHELIN,512 reviews,"French, European",$$ - $$$,Taking safety measures,“Great service - good food”,“Old School French”,4.5,Auberge Pyrénées Cévennes,Connector05816245914,Old School French,"Awesome, old school classic French. Great food, very traditional experience! Classic decor, friendly staff. Come here for a very classic dinner, no frills.","Reviewed December 1, 2021 "," <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/7e/f9/3b/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""561969467"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/7e/f9/3c/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""561969468"" /> > <img src=""https://media-cdn.tripadvisor.com/media/photo-l/21/7e/f9/3d/caption.jpg""  class=""centeredImg noscript"" style="" min-width:70px; "" width=""100%""data-mediaid=""561969469"" /> >",3 reviews,,
126. Il Carpaccio,https://www.tripadvisor.com/Restaurant_Review-g187147-d719069-Reviews-Il_Carpaccio-Paris_Ile_de_France.html,MICHELIN,790 reviews,"Italian, Mediterranean",$$$$,Taking safety measures,“Exceptional”,“Best restaurant in Paris!”,4.5,Il Carpaccio,RobertaO252,Best restaurant in Paris!,"Our dinner could not have been more perfect! Exquisite food, every part of it, all the way from the couvert, starters, main, dessert and sweets with coffee! Super fresh ingredients, beautiful setting! And the ambience is wonderful with green all around!
The service is impeccable! Samuelle was particularly caring and attentive!
In fact, it was the best dinner we had in a long time in Paris!","Reviewed November 13, 2021 ",Date of visit: November 2021,,,
127. Frenchie,https://www.tripadvisor.com/Restaurant_Review-g187147-d1480526-Reviews-Frenchie-Paris_Ile_de_France.html,MICHELIN,"1,313 reviews",French,$$$$,,“Exquisite Dining”,“Great”,4.5,Frenchie,ThaddeusPole,Resting on its laurels,"Four of us dined at Frenchie, based on recommendations from friends as well as a previous experience years ago (one of the best dining experiences I've ever had). This meal was the centerpiece of our visit and one designed to celebrate our trip to Paris as well as a birthday and an anniversary. The restaurant is charming and warm, a great space to sit with loved ones to dine. However, that's about as good as our experience got. When we arrived, no one took our coats--it wasn't until other guests arrived and the seating got crowded did someone came to take them. The sommelier gave excellent champagne and wine recommendations. We ordered a total of three bottles and once the initial pour was made, we had to ask to get our glasses refilled, but spent a great deal of the meal sitting with empty glasses. The food came in fits and starts with little interest or enthusiasm from the servers and other than the monkfish, it was mostly bland and uninteresting, particularly the hunting venison, which was a tasteless piece of meat swimming in an overwrought barbeque sauce. We all agreed the peanut butter dessert was quite delicious--but wait--before we had even finished eating it, our bill was slapped on the table! Time to go! Our first time ever in France having a bill delivered to us before we had even finished eating!

Frenchie has been and still could be a great restaurant. But what makes a great restaurant? Is it just good food? Is it good service? Is it thoughtful wine selections? Is it great service? Is it special touches? In a city like Paris, where culinary magic is happening all over the place and for prices much lower than a place like Frenchie, my recommendation is to not waste your time. Go for something that is less concerned with popularity and celebrity and is still striving to give you great food and an amazing dining experience.","Reviewed December 17, 2021 ",Date of visit: December 2021,,,
