rev_title,author,author_reviews,ratingdate,text,visitdate,likes,rating,weekday,month
"Maybe it was us, not them",butch14nj,0,2014-10-14,"Our lunch at Septime two years ago was fabulous........5 star. This time we booked for dinner. On this night there was no menu to select from because it was ""a special seven course surprise menu"". No choices just give us what you are allergic to or just don't like. I guess our list was not long enough. We started off with raw sea bass and a dish of raw veal( I don't eat raw fish but I never told them I also don't eat raw meat. Next came a lettuce salad with cheese for me and with a seafood foam for my wife.......just fair. Next was a watercress soup with large oyster which would have been great but the soup was quite bitter. Next was a dish of grilled cuttlefish (squid) which neither of us really eat. Same for the next course, lightly cooked sweetbreads. Fortunately, dessert was very good as was the bread. With wine by the glass, the meal was 150 euros.
So the title maybe it was us, not them is the only thing I can attribute the rating to.
Sorry, Septime , but guests should be advised ahead of time about a no choice menu.",2014-10-01,2,3,Tuesday,October
Another great meal at Septime,MarieR770,0,2014-10-11,"Some time ago we had dinner at Septime which we thoroughly enjoyed. On this occasion we could not get a booking for dinner but we were lucky enough to get a table for lunch. This was such a good meal – each dish was outstanding. I will not forget the dessert of figs, honey ice cream and blackberry coulis. The service was relaxed, friendly and professional. And being there during a sunny September afternoon provided the opportunity to appreciate what a beautiful space this restaurant occupies.",2014-09-01,0,5,Saturday,October
Great,JeanV304,125,2014-09-24,"One of the new style of ""bistronomie"" restaurants, very good food in a casual atmosphere, not expensive, young and friendly staff.",2014-06-01,0,4,Wednesday,September
Disappointing service ruined a nice meal,Isolde L,0,2014-09-23,"Although the lunch fixed priced menu was a good deal and delicious, service was at times unprofessional and disingenuous. For example, our cutlery was not changed when plates were cleared and no apologies offered when we raised this issue with staff. Our group chose this restaurant because of the reputation for good food and service however it did not live up to expectations.",2014-09-01,1,2,Tuesday,September
Best restaurant experience in Paris,Eliza D,0,2014-09-22,"I was having a celebratory dinner with a friend, who is a total foodie and picked the restaurant based on excellent reviews. Beyond the food at Septime, which was superb, delicious and inventive, the service was extraordinary.

It was the best culinary and service experience I've ever had in Paris - and one of the better ones I've had anywhere in the world. I'm still thinking about the cuttlefish linguini…

It's a tasting menu, so be sure to go with an appetite!",2014-09-01,0,5,Monday,September
Excellent value for money with great food and attitude,CBRfinediners,54,2014-09-17,We ate a 3 course menu for lunch and thoroughly enjoyed it as did all other iners around us. Exceptional lunchtime menu at E30 p/p. really pleasant service.,2014-09-01,0,5,Wednesday,September
Definitely one of the best in Paris!,iashi,0,2014-09-15,"Had dinner twice at Septime and both times, the food was excellent. Different menus but we could taste the consistency and flavours that have made this restaurant popular. Additionally, service was great as the waiters tried their best to speak in a second language. Price-wise, we thoguht it was reasonably priced. Wine selection is very good too.",2014-07-01,1,5,Monday,September
A faultless experience,Gavin J,0,2014-09-09,"We were incredibly lucky to get a table at this wonderful restaurant. Our french is poor but every single member of staff was accommodating and spoke perfect English to us. The decor is understated and subtle and the atmosphere was bustling and intimate. We ate at lunch time and decided to go for he 3 course set meal, with the best charcuterie and bread I've ever had to start. I think septime is the perfect restaurant because the set prices act as a total leveller making fine dining open to anyone! While waiting for our food we had some damn fine gin and tonics, made with monkey reserve gin. Too good! Every bit of food was a sensory revelation, it's a very small menu and so there is no weak link, I feel like I could have ordered anything and it would have been spectacular! I will recccomemd to EVERYONE!",2014-09-01,5,5,Tuesday,September
Great Find,cyt2014,0,2014-09-03,"Had lunch here on our first day in Paris. We were actually heading to another restaurant, but had heard of Septime in our research for our trip and decided to eat there. We were not disappointed. The wait staff was very attentive, and helped us with our wine selection. The food was incredible. We did the 3 course prix fixe lunch and were not disappointed. We would definitely eat here again
.",2014-09-01,3,5,Wednesday,September
Delicious,Cindy C,22,2014-08-30,"We were able to get a table at lunch the morning of. Food was fresh, interesting and delicious. Really genuine servers, great wines. Favourite dining experience in Paris.",2014-08-01,1,5,Saturday,August
So bad !!!,Quentin D,0,2014-07-28,"I had a meeting with many friends in front of the restaurant. I already book by phone 1 week before.
The staff told me, I couldn't seat on a chair...

I don't want to go there anymore !

Food was not fantastic ! I know many place like this in Paris !

This restaurant is just for tourists",2014-07-01,6,2,Monday,July
overrated and overpriced,Unparisian,0,2014-07-23,"It was quite tough to get a reservation (probably a strategy to make the place more sought-after); the restaurant even called beforehand to make sure that we really intended to go. Four of us went for lunch on a summer week day: the restaurant isn't big, tables are close together, and it's unpleasantly noisy -- especially with the windows open for air as the street is narrow and very busy with traffic, including big trucks. As a result it was difficult to have a conversation between four people at a relatively small table. Decoration is predictably trendy, stylishly simple but pleasant. Table tops are made of thick rough wood; chairs are uncomfortably hard. The place feels a little hectic, in the dining room as well as in the cramped kitchen which is visible from the tables. The (more or less English-speaking) French staff looks young and smart. There is a €28 lunch menu, but since 2 of us wanted the ""Carte Blanche"" menu at €55 (without drinks), the waitress declared we all had to have the same kind of menu for (their) convenience and meal timing... Okay, so be it, we all went for the ""Carte Blanche"". That means a surprise five-course meal that the chef decides on. One of us was a vegetarian and they said that was no problem; they would make special dishes. However it's not the best place for a veggie: all they did in fact was remove the meat or fish around the very few veggies on the plate. No replacement with tofu, grains, pasta or any others such foods. So, since all of the portions are very small to begin with, the veggie meal was minimal and insufficient (fortunately the bread was good). The wine recommended by the waiter was fine. On the whole, ingredients were tasty and fresh (but skimpy), the food was all right but not very exciting or outstanding, despite an attempt to be somewhat different and original (perhaps that's the problem?). The place and the meal were not exceptional in any way despite a Michelin *. It was below our expectation after reading all the good reviews and it felt overrated and overpriced considering the quality and the small quantity (about €70 per person with drinks). I would not particularly recommend eating there over any other restaurant with decent reviews; in fact I would hesitate to go there for a relaxing dinner because of the the lack of comfort, and the busy and noisy environment.",2014-07-01,5,3,Wednesday,July
